CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Age,Under 30,Married,Number of Dependents,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Internet Type,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
5276-KQWHG          ,0,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,E- check,69.6,131.65,1,4596,74,0,0,0,0,0,Offer E,15.32,Fiber Optic,21,0,0,0,1,0.0,0.0,30.64,162.29,3
5940-NFXKV          ,1,0,1,0,19,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,E- check,83.65,1465.75,1,3427,59,0,1,0,1,1,None,14.09,Fiber Optic,25,0,0,1,0,0.0,130.0,267.71,1863.46,2
1501-SGHBW          ,1,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.85,81.0,1,3843,34,0,0,0,0,0,None,19.52,Cable,16,0,0,0,1,0.0,0.0,39.04,120.04,1
8879-XUAHX          ,1,0,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,E- check,116.25,8564.75,0,6124,42,0,1,0,1,4,None,6.19,Fiber Optic,9,1,1,1,1,0.0,0.0,439.49,9004.24,3
2927-CVULT          ,0,0,1,1,53,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Auto Bank transfer,104.05,5566.4,0,4190,64,0,1,1,1,1,Offer B,28.36,Fiber Optic,17,1,1,1,1,0.0,0.0,1503.08,7069.48,3
0440-EKDCF          ,1,0,1,0,62,1,No,DSL,No,Yes,Yes,Yes,No,No,Two year,1,Auto Credit card,60.15,3753.2,0,4404,47,0,1,0,1,1,Offer B,33.7,Cable,15,1,1,0,1,0.0,0.0,2089.4,5842.6,5
3519-ZKXGG          ,0,0,1,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,E- check,75.85,256.6,1,4062,61,0,1,0,1,1,Offer E,44.34,Fiber Optic,29,0,0,0,1,0.0,0.0,133.02,389.62,2
1335-NTIUC          ,1,0,0,0,9,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,E- check,24.95,190.25,0,5473,61,0,0,0,0,0,None,0.0,DSL,7,0,0,0,1,0.0,0.0,0.0,190.25,5
6050-IJRHS          ,0,0,1,1,70,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,E- check,106.5,7397.0,0,6319,47,0,1,1,1,2,Offer A,5.93,Fiber Optic,19,1,0,1,1,0.0,0.0,415.1,7812.1,5
3677-IYRBF          ,0,1,0,0,2,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,E- check,30.4,78.65,1,4002,73,0,0,0,0,0,None,0.0,DSL,13,1,0,0,1,0.0,0.0,0.0,78.65,1
5914-DVBWJ          ,0,1,0,0,18,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,E- check,85.45,1505.85,1,5145,80,0,0,0,0,0,None,2.36,Fiber Optic,21,0,1,0,1,0.0,0.0,42.48,1548.33,1
4872-VXRIL          ,1,0,0,0,56,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Auto Bank transfer,64.65,3665.55,0,4656,22,1,0,0,0,0,Offer B,48.32,DSL,59,0,1,0,1,0.0,0.0,2705.92,6371.47,3
3768-NLUBH          ,1,1,1,0,57,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,E- check,100.6,5746.15,1,5247,73,0,1,0,1,1,Offer B,42.1,Fiber Optic,3,1,0,0,1,0.0,0.0,2399.7,8145.85,1
1543-LLLFT          ,1,1,1,0,61,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,1,Mailed check,98.3,6066.55,0,5413,77,0,1,0,1,2,None,2.19,Fiber Optic,8,1,1,0,1,0.0,0.0,133.59,6200.14,3
4536-PLEQY          ,1,0,1,0,12,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Auto Credit card,85.05,999.8,0,2540,44,0,1,0,1,1,Offer D,44.6,Fiber Optic,20,0,0,1,1,0.0,0.0,535.2,1535.0,3
4086-WITJG          ,1,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Credit card,19.7,1301.1,0,4808,53,0,1,1,1,8,Offer A,14.86,None,0,0,0,0,0,0.0,0.0,1055.06,2356.16,5
3079-BCHLN          ,1,0,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Auto Bank transfer,19.9,942.95,0,5394,26,1,1,0,0,0,Offer B,43.2,None,0,0,0,0,0,0.0,0.0,2030.4,2973.35,5
6818-DJXAA          ,0,0,0,1,10,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,1,E- check,91.1,964.35,0,3857,43,0,0,3,0,0,None,42.93,Fiber Optic,52,1,1,0,1,0.0,0.0,429.3,1393.65,3
4254-QPEDE          ,0,0,1,0,52,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Auto Credit card,66.25,3330.1,0,4275,22,1,1,0,1,3,None,0.0,DSL,52,1,1,1,1,0.0,0.0,0.0,3330.1,4
4554-YGZIH          ,1,1,1,0,49,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Auto Credit card,90.05,4547.25,1,5059,75,0,1,0,1,3,Offer B,22.92,Fiber Optic,14,0,0,0,1,0.0,0.0,1123.08,5670.33,2
0795-GMVQO          ,1,0,1,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Auto Credit card,109.9,7332.4,0,5416,36,0,1,0,1,1,None,23.13,Fiber Optic,24,1,0,1,1,0.0,0.0,1549.71,8882.11,4
0392-BZIUW          ,0,0,1,0,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Auto Credit card,105.0,7589.8,0,5678,44,0,1,0,1,7,None,6.58,Fiber Optic,7,1,0,1,1,0.0,0.0,473.76,8063.56,3
3945-GFWQL          ,0,0,0,1,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,E- check,44.55,480.6,1,4162,33,0,0,1,0,0,None,5.16,DSL,16,0,0,0,0,18.21,0.0,61.92,524.31,3
6752-APNJL          ,1,0,1,1,42,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.5,2301.15,0,3449,30,0,1,1,1,7,None,18.93,DSL,73,0,0,0,1,0.0,0.0,795.06,3096.21,4
9489-UTFKA          ,1,1,1,0,8,1,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Auto Bank transfer,60.9,551.95,0,2136,76,0,1,0,1,9,Offer E,22.4,DSL,23,0,0,0,1,16.58,0.0,179.2,714.57,3
0564-JJHGS          ,1,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,E- check,95.5,829.1,1,5007,45,0,0,0,0,0,None,19.22,Fiber Optic,10,0,0,1,1,0.0,0.0,172.98,1002.08,2
3442-ZHHCC          ,1,0,0,0,68,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,1,Auto Credit card,76.9,5023.0,0,5355,60,0,0,0,0,0,Offer A,1.27,Cable,13,1,0,1,1,0.0,0.0,86.36,5109.36,4
3523-BRGUW          ,1,1,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Auto Credit card,19.3,504.2,0,2269,65,0,0,0,0,0,Offer C,29.88,None,0,0,0,0,0,9.49,0.0,776.88,1271.59,5
4518-FZBSX          ,1,0,1,1,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.25,854.9,0,4439,57,0,1,2,1,4,Offer B,9.33,None,0,0,0,0,0,0.0,0.0,391.86,1246.76,4
2862-PFNIK          ,1,0,0,1,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,E- check,24.7,24.7,0,3518,47,0,0,3,0,0,None,0.0,Cable,21,0,0,0,0,0.0,0.0,0.0,24.7,4
4671-VJLCL          ,0,0,0,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Auto Credit card,79.85,4861.45,0,4595,36,0,0,0,0,0,Offer B,12.82,DSL,17,1,1,0,1,0.0,0.0,807.66,5669.11,3
8260-NGFNY          ,0,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.2,25.2,1,3196,29,1,0,0,0,0,None,0.0,DSL,73,0,0,1,1,0.0,0.0,0.0,25.2,2
9046-DQMTP          ,1,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Auto Bank transfer,20.75,739.9,0,5876,49,0,0,0,0,0,None,17.92,None,0,0,0,0,0,0.0,0.0,627.2,1367.1,3
6164-HXUGH          ,0,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,119.3,0,5060,40,0,1,1,1,1,Offer E,6.48,None,0,0,0,0,0,0.0,0.0,38.88,158.18,3
6741-EGCBI          ,1,1,0,0,30,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Auto Credit card,90.5,2595.85,0,5983,69,0,0,0,0,0,None,4.04,Fiber Optic,14,0,0,0,1,0.0,0.0,121.2,2717.05,3
7690-KPNCU          ,1,0,1,0,64,1,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Auto Credit card,73.05,4688.65,0,4515,20,1,1,0,1,5,Offer B,26.64,DSL,71,1,0,1,1,0.0,0.0,1704.96,6393.61,3
5469-CTCWN          ,1,0,1,0,61,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,E- check,106.0,6547.7,1,4334,52,0,1,0,1,1,None,46.95,Cable,21,0,0,1,1,0.0,0.0,2863.95,9411.65,1
2176-OSJUV          ,1,0,1,0,71,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Auto Bank transfer,65.15,4681.75,0,4384,29,1,1,0,1,2,Offer A,40.63,DSL,69,0,1,1,1,4.7,0.0,2884.73,7561.78,3
6032-IGALN          ,0,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,25.1,25.1,1,4769,35,0,0,0,0,0,None,0.0,Cable,28,0,0,0,1,0.0,0.0,0.0,25.1,1
5846-QFDFI          ,0,0,1,1,33,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Auto Credit card,88.6,2888.7,0,3648,21,1,1,1,1,6,Offer C,11.01,Fiber Optic,73,1,1,1,1,0.0,0.0,363.33,3252.03,3
5649-RXQTV          ,1,0,0,0,51,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,E- check,99.0,5038.15,0,5787,34,0,0,0,0,0,Offer B,42.33,Fiber Optic,2,1,0,1,1,0.0,0.0,2158.83,7196.98,5
4800-VHZKI          ,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.9,19.9,1,3351,59,0,0,0,0,0,Offer E,36.63,None,0,0,0,0,0,0.0,0.0,36.63,56.53,3
7078-NVFAM          ,0,0,1,1,32,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,E- check,35.15,1051.05,0,3163,57,0,1,1,1,3,None,0.0,Cable,14,0,0,0,1,0.0,0.0,0.0,1051.05,4
2530-ENDWQ          ,0,0,1,0,71,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,1,Auto Bank transfer,93.7,6585.35,1,4296,55,0,1,0,1,2,Offer A,40.52,Fiber Optic,17,0,0,1,1,0.0,0.0,2876.92,9462.27,3
0942-KOWSM          ,0,0,1,0,30,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Auto Bank transfer,80.8,2369.3,0,4274,24,1,1,0,1,4,Offer C,15.94,DSL,53,1,1,1,1,0.0,0.0,478.2,2847.5,5
0603-OLQDC          ,1,0,0,1,12,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,69.85,837.5,0,5796,41,0,0,1,0,0,Offer D,27.07,Cable,29,0,0,1,1,0.0,0.0,324.84,1162.34,3
3934-HXCFZ          ,1,0,1,0,23,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,E- check,99.25,2186.4,1,5338,33,0,1,0,1,1,Offer D,19.2,Fiber Optic,7,1,0,0,1,0.0,0.0,441.6,2628.0,1
5906-BFOZT          ,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.5,19.5,0,3753,54,0,0,0,0,0,None,8.02,None,0,0,0,0,0,0.0,0.0,8.02,27.52,5
2604-XVDAM          ,0,0,0,0,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Auto Bank transfer,43.8,540.95,0,5706,54,0,0,0,0,0,Offer D,6.56,DSL,17,0,0,0,1,0.0,0.0,78.72,619.67,4
6946-LMSQS          ,1,1,1,0,25,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,1,E- check,89.05,2177.45,1,2673,80,0,1,0,1,3,Offer C,33.63,Fiber Optic,25,0,0,0,1,0.0,0.0,840.75,3018.2,1
8231-BSWXX          ,1,0,0,0,71,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,1,Auto Credit card,79.05,5552.5,0,5466,44,0,0,0,0,0,Offer A,41.34,Fiber Optic,10,0,0,0,1,0.0,0.0,2935.14,8487.64,4
5376-PCKNB          ,1,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Auto Credit card,104.45,7459.0,0,4750,35,0,1,1,1,5,Offer A,17.49,Fiber Optic,12,1,0,1,0,0.0,130.0,1259.28,8848.28,5
0787-LHDYT          ,1,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Auto Credit card,20.6,330.25,0,5667,36,0,0,0,0,0,Offer D,33.44,None,0,0,0,0,0,0.0,0.0,535.04,865.29,3
6407-GSJNL          ,0,0,0,0,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Bank transfer,24.95,1288.0,0,5458,56,0,0,0,0,0,Offer B,44.35,None,0,0,0,0,0,0.0,0.0,2261.85,3549.85,5
5533-NHFRF          ,1,1,0,0,7,0,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,E- check,44.4,265.8,0,3410,75,0,0,0,0,0,None,0.0,DSL,26,0,1,0,1,0.0,0.0,0.0,265.8,4
8999-EXMNO          ,0,0,1,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,387.7,0,4246,48,0,1,3,1,1,Offer D,31.85,None,0,0,0,0,0,2.97,0.0,605.15,989.88,3
1530-ZTDOZ          ,0,0,1,0,49,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Auto Bank transfer,40.65,2070.75,0,5565,57,0,1,0,1,6,None,0.0,Cable,11,0,0,0,1,0.0,0.0,0.0,2070.75,4
1156-ZFYDO          ,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,E- check,19.75,19.75,0,3666,57,0,0,0,0,0,None,37.62,None,0,0,0,0,0,0.0,0.0,37.62,57.37,3
0196-JTUQI          ,0,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Auto Credit card,75.2,633.85,0,5841,59,0,0,0,0,0,None,9.27,Fiber Optic,28,0,0,0,1,0.0,0.0,83.43,717.28,5
4248-QPAVC          ,0,1,1,0,17,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Auto Bank transfer,85.35,1463.45,1,3209,80,0,1,0,1,1,Offer D,36.82,Fiber Optic,6,1,0,0,1,0.0,0.0,625.94,2089.39,1
7968-QUXNS          ,1,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.95,110.15,0,5920,24,1,0,0,0,0,None,27.54,None,0,0,0,0,0,0.0,0.0,165.24,275.39,4
0130-SXOUN          ,1,0,0,0,66,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Auto Credit card,89.4,5976.9,0,4889,55,0,0,0,0,0,Offer A,48.78,Fiber Optic,8,0,0,1,0,36.02,40.0,3219.48,9200.36,3
3640-JQGJG          ,1,0,1,1,13,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Auto Bank transfer,44.8,559.2,0,4680,25,1,1,3,0,0,None,6.18,Cable,59,0,0,0,0,37.49,90.0,80.34,692.05,3
3780-DDGSE          ,1,1,1,1,35,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,E- check,76.05,2747.2,0,5479,77,0,1,1,1,6,Offer C,14.19,DSL,17,0,1,1,1,0.0,0.0,496.65,3243.85,5
4063-EIKNQ          ,1,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Auto Bank transfer,20.95,267.35,0,4075,33,0,1,2,1,1,None,15.73,None,0,0,0,0,0,18.17,0.0,173.03,422.21,3
4526-EXKKN          ,1,0,0,0,40,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.6,973.95,0,2601,27,1,0,0,0,0,None,27.47,None,0,0,0,0,0,0.0,0.0,1098.8,2072.75,5
5345-BMKWB          ,1,0,1,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,158.35,0,4964,29,1,1,0,1,9,None,4.98,None,0,0,0,0,0,0.0,0.0,39.84,198.19,4
3769-MHZNV          ,0,0,1,1,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,670.35,0,3700,61,0,1,3,1,2,None,24.27,None,0,0,0,0,0,0.0,0.0,800.91,1471.26,3
4897-QSUYC          ,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.15,20.15,1,4939,42,0,0,0,0,0,Offer E,21.59,None,0,0,0,0,0,0.0,0.0,21.59,41.74,3
0701-TJSEF          ,1,0,0,0,9,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Auto Bank transfer,68.25,576.95,0,4366,45,0,0,0,0,0,Offer E,32.31,Cable,24,1,1,1,1,0.0,0.0,290.79,867.74,3
5680-LQOGP          ,0,0,0,0,68,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Auto Credit card,82.45,5646.6,0,5308,21,1,0,0,0,0,Offer A,14.86,Cable,59,1,1,1,0,0.0,90.0,1010.48,6747.08,3
1964-SVLEA          ,1,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.7,415.9,0,2860,59,0,0,0,0,0,Offer D,30.13,None,0,0,0,0,0,0.0,0.0,602.6,1018.5,4
8200-KLNYW          ,0,0,1,0,21,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Mailed check,80.9,1714.95,0,5733,55,0,1,0,1,7,None,11.27,DSL,19,1,1,1,0,0.0,60.0,236.67,2011.62,4
4676-MQUEA          ,1,1,1,0,50,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,1,Auto Bank transfer,101.9,5265.5,0,4184,80,0,1,0,1,9,None,14.49,Fiber Optic,17,1,0,0,1,0.0,0.0,724.5,5990.0,3
4032-RMHCI          ,0,0,1,1,41,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Auto Credit card,35.4,1412.4,0,4375,37,0,1,2,1,1,Offer B,0.0,Cable,16,1,0,0,1,0.0,0.0,0.0,1412.4,4
6996-KNSML          ,0,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,E- check,74.9,74.9,1,5919,26,1,0,0,0,0,None,35.25,Fiber Optic,30,1,0,0,1,0.0,0.0,35.25,110.15,1
1325-USMEC          ,1,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Auto Credit card,99.35,6944.5,0,4120,58,0,1,0,1,10,Offer A,48.0,Fiber Optic,13,1,0,0,1,0.0,0.0,3360.0,10304.5,3
7951-QKZPL          ,0,0,1,0,33,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.5,740.3,1,5194,21,1,1,0,1,1,None,35.31,None,0,0,0,0,0,35.05,0.0,1165.23,1870.48,3
6035-RIIOM          ,0,0,0,0,54,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Auto Bank transfer,97.2,5129.45,0,4971,39,0,0,0,0,0,None,31.55,Fiber Optic,8,0,0,1,1,0.0,0.0,1703.7,6833.15,5
2408-PSJVE          ,1,0,1,1,44,1,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,61.9,2924.05,0,4388,41,0,1,3,1,1,None,37.68,DSL,24,1,1,0,1,0.0,0.0,1657.92,4581.97,4
7014-ZZXAW          ,0,0,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Auto Credit card,24.25,1732.95,0,5409,30,0,1,0,1,1,None,8.21,None,0,0,0,0,0,0.0,0.0,582.91,2315.86,5
4316-XCSLJ          ,1,0,0,1,17,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,50.3,846.8,0,3202,35,0,0,3,0,0,None,45.61,DSL,53,0,0,0,1,0.0,0.0,775.37,1622.17,3
2511-ALLCS          ,0,0,1,1,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Bank transfer,24.3,821.6,0,5998,38,0,1,3,1,5,None,18.86,None,0,0,0,0,0,0.0,0.0,660.1,1481.7,4
2232-DMLXU          ,0,0,1,0,1,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,55.2,55.2,1,3638,22,1,1,0,0,0,None,35.6,DSL,58,0,0,1,1,0.0,0.0,35.6,90.8,2
9309-BZGNT          ,1,1,1,0,69,0,No phone service,DSL,No,No,Yes,No,No,No,One year,1,Auto Credit card,29.8,2134.3,0,5681,69,0,1,0,1,7,None,0.0,DSL,13,1,0,0,1,0.0,0.0,0.0,2134.3,3
9845-QOMAD          ,1,0,1,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.75,309.35,0,3958,38,0,1,2,1,6,Offer D,26.99,None,0,0,0,0,0,6.49,0.0,377.86,680.72,3
5906-CVLHP          ,0,0,1,0,45,1,No,DSL,No,Yes,No,Yes,No,No,One year,1,Auto Credit card,54.15,2319.8,1,2761,60,0,1,0,1,1,None,42.04,Cable,26,0,1,0,1,0.0,0.0,1891.8,4211.6,2
7140-ADSMJ          ,1,0,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Auto Credit card,20.45,162.3,0,5624,23,1,0,0,0,0,Offer E,35.21,None,0,0,0,0,0,0.0,0.0,281.68,443.98,3
8659-HDIYE          ,0,1,0,0,64,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,0,Auto Credit card,74.65,4869.35,0,5113,68,0,0,0,0,0,None,27.7,DSL,21,1,1,0,1,47.04,0.0,1772.8,6595.11,4
5138-WVKYJ          ,1,0,0,0,10,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,E- check,98.55,1008.55,1,3658,51,0,0,0,0,0,Offer D,27.57,Fiber Optic,13,0,0,1,1,0.0,0.0,275.7,1284.25,1
8755-IWJHN          ,1,1,1,0,69,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Auto Bank transfer,95.35,6382.0,0,6132,73,0,1,0,1,5,None,49.91,Fiber Optic,13,1,0,1,1,0.0,0.0,3443.79,9825.79,3
4468-YDOVK          ,1,0,0,1,5,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Auto Bank transfer,48.65,235.2,0,3307,57,0,0,2,0,0,None,13.54,DSL,21,0,1,0,1,0.0,0.0,67.7,302.9,5
6016-LVTJQ          ,0,0,1,1,34,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,716.4,0,5099,39,0,1,1,1,7,None,9.66,None,0,0,0,0,0,0.0,0.0,328.44,1044.84,3
8144-DGHXP          ,0,0,0,0,54,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,E- check,80.6,4299.95,0,4231,46,0,0,0,0,0,None,36.68,DSL,28,1,1,1,0,0.0,140.0,1980.72,6420.67,4
3259-QMXUN          ,1,0,1,0,58,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,E- check,86.1,4890.5,0,5666,38,0,1,0,1,3,Offer B,22.14,DSL,2,1,0,1,0,0.0,110.0,1284.12,6284.62,3
4730-AWNAU          ,1,0,1,0,36,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Auto Credit card,60.7,2234.55,0,3671,59,0,1,0,1,7,None,0.0,DSL,24,1,1,1,1,0.0,0.0,0.0,2234.55,3
8785-CJSHH          ,0,0,1,0,60,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,E- check,99.8,5985.75,0,6213,22,1,1,0,1,9,None,34.48,Fiber Optic,51,0,0,1,1,0.0,0.0,2068.8,8054.55,4
5027-QPKTE          ,1,0,1,0,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,E- check,69.35,451.1,1,4292,39,0,1,0,1,1,Offer E,14.75,Fiber Optic,28,0,0,0,0,0.0,10.0,103.25,564.35,1
6485-QXWWE          ,0,0,0,1,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Bank transfer,26.0,1638.7,0,4535,51,0,0,3,0,0,Offer B,2.83,None,0,0,0,0,0,0.0,0.0,175.46,1814.16,3
0369-ZGOVK          ,0,0,1,1,28,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Auto Bank transfer,70.4,1992.2,0,5195,56,0,1,2,1,6,Offer C,12.94,Fiber Optic,24,0,0,0,1,0.0,0.0,362.32,2354.52,3
2263-SFSQZ          ,1,0,1,1,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.95,1222.25,0,5461,46,0,1,2,1,7,None,16.85,None,0,0,0,0,0,0.0,0.0,859.35,2081.6,4
2519-FAKOD          ,1,0,0,0,38,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Auto Bank transfer,99.25,3777.15,1,5274,30,0,0,0,0,0,Offer C,31.27,Fiber Optic,85,1,0,1,1,0.0,0.0,1188.26,4965.41,1
5375-XLDOF          ,1,0,1,1,69,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Auto Bank transfer,114.35,7665.8,0,6082,24,1,1,3,1,7,Offer A,37.97,Fiber Optic,27,1,1,1,0,0.0,10.0,2619.93,10295.73,4
